ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,pe_ttm,pb,total_mv,circ_mv,adj_factor
000001.SZ,20241224,11.72,11.87,11.72,11.86,11.73,0.13,1.1083,1350836.91,1595698.79,0.6961,1.6553,4.9443,0.5536,23015418.9828,23015062.3882,127.7841
000002.SZ,20241224,7.68,7.73,7.63,7.73,7.66,0.07,0.9138,880607.78,677822.579,0.9063,1.3602,0.0,0.3939,9222438.4211,7511191.4236,181.704
000004.SZ,20241224,16.25,16.58,16.25,16.25,18.05,-1.8,-9.9723,63387.0,103125.206,5.0192,6.7871,0.0,13.4661,215117.9583,205218.1511,4.064
000006.SZ,20241224,8.27,8.46,8.13,8.24,8.26,-0.02,-0.2421,244494.05,201713.469,1.8111,2.8744,0.0,1.725,1112395.9179,1112389.6143,39.74
000007.SZ,20241224,6.71,6.83,6.51,6.81,6.72,0.09,1.3393,67597.01,44983.88,1.9511,3.1773,83.373,18.2983,235931.118,235931.118,8.284
000008.SZ,20241224,2.89,3.15,2.89,3.15,2.86,0.29,10.1399,2348689.3,726991.292,8.7441,14.4659,0.0,2.5341,855658.9701,846097.6753,22.408
000009.SZ,20241224,9.35,9.53,9.35,9.5,9.29,0.21,2.2605,152776.64,144558.427,0.5988,0.9983,52.8849,2.4146,2450253.2668,2423858.8078,8.977
000010.SZ,20241224,2.78,2.85,2.66,2.83,2.8,0.03,1.0714,444832.0,121889.627,8.4577,9.3895,0.0,14.8739,325351.5986,148844.2352,10.775
000011.SZ,20241224,9.0,9.0,8.87,8.92,8.94,-0.02,-0.2237,40776.0,36435.634,0.7745,2.1802,22.5027,1.1869,531613.3501,469616.1844,4.411
000012.SZ,20241224,5.31,5.41,5.31,5.4,5.31,0.09,1.6949,129886.92,69849.238,0.6629,1.1098,17.0001,1.1784,1658173.7378,1058011.0083,29.9276
000014.SZ,20241224,11.43,11.66,11.2,11.4,11.42,-0.02,-0.1751,61951.0,70515.109,2.5595,3.879,37.5234,1.6683,275932.6954,275932.6954,6.776
000016.SZ,20241224,5.29,5.4,5.1,5.22,5.34,-0.12,-2.2472,1183619.78,620140.581,7.4134,11.0325,0.0,3.1093,1256947.503,833421.9636,22.375
000017.SZ,20241224,6.33,6.41,6.05,6.15,6.35,-0.2,-3.1496,192948.34,119056.755,6.3682,8.0571,209.1,13.4052,423848.7338,186335.7535,2.683
000019.SZ,20241224,6.58,6.64,6.54,6.62,6.57,0.05,0.761,72105.7,47529.292,1.7324,2.6635,23.9806,1.5767,762978.3381,275535.2614,4.755
000020.SZ,20241224,13.26,13.32,12.69,13.16,13.06,0.1,0.7657,36775.02,47778.291,2.0299,5.9434,246.1139,9.7764,372640.1747,238413.6546,1.752
000021.SZ,20241224,20.31,20.5,19.66,20.28,20.27,0.01,0.0493,735335.52,1473577.218,4.7124,7.196,36.824,2.7369,3164871.6285,3164539.29,14.5798
000025.SZ,20241224,17.15,17.29,16.7,17.23,17.06,0.17,0.9965,47981.9,82120.278,1.2216,3.0127,48.6596,4.3724,742713.4854,676757.0454,2.753
000026.SZ,20241224,10.55,10.74,10.43,10.7,10.51,0.19,1.8078,57142.0,60447.094,1.5754,3.1647,16.3687,1.2884,434167.4875,388096.8677,8.734
000027.SZ,20241224,6.47,6.57,6.46,6.57,6.46,0.11,1.7028,156572.37,102334.013,0.3291,1.3176,27.3198,1.0375,3125605.1748,3125605.1748,18.033
000028.SZ,20241224,30.39,30.88,30.31,30.85,30.5,0.35,1.1475,48345.24,148542.23,1.0113,2.9073,11.6396,0.9485,1717003.2625,1474795.7046,5.602
000029.SZ,20241224,15.33,15.69,15.18,15.44,15.28,0.16,1.0471,44517.4,68487.869,0.4993,1.6926,0.0,4.2203,1562003.04,1376723.04,2.291
000030.SZ,20241224,5.16,5.28,5.16,5.24,5.17,0.07,1.354,91368.96,47728.535,0.5399,1.8859,13.7054,1.1842,912620.9765,886717.7576,4.128
000031.SZ,20241224,3.24,3.27,3.2,3.25,3.25,0.0,0.0,287058.04,92813.453,0.7171,2.7778,0.0,1.0597,1393051.8352,1300938.3299,14.651
000032.SZ,20241224,17.96,18.09,17.5,17.7,17.83,-0.13,-0.7291,163677.23,290074.137,2.5386,4.0542,42.5991,3.3251,2014187.8442,1141231.9455,4.23
000034.SZ,20241224,34.9,35.48,34.56,35.24,34.75,0.49,1.4101,185004.29,647686.731,3.347,4.0365,19.4263,2.5483,2359622.8471,1947882.6798,3.217
000035.SZ,20241224,4.92,5.0,4.91,4.98,4.98,0.0,0.0,217858.8,107961.54,0.8981,1.4237,33.1944,1.1481,1245390.0246,1208045.4548,4.7135
000036.SZ,20241224,4.31,4.34,4.2,4.25,4.3,-0.05,-1.1628,208844.01,88815.343,1.4105,1.9665,91.8521,1.2409,630671.9606,629286.4373,12.84
000037.SZ,20241224,8.26,8.35,8.1,8.22,8.21,0.01,0.1218,49228.71,40428.603,1.4526,2.4599,0.0,3.4996,495470.8539,278571.8182,5.668
000039.SZ,20241224,7.85,7.97,7.85,7.89,7.87,0.02,0.2541,212618.62,167800.592,0.9239,1.1969,24.2614,0.9096,4254698.5838,1815810.2342,50.9116
000042.SZ,20241224,5.19,5.59,5.01,5.28,5.08,0.2,3.937,565530.21,307195.94,8.5153,21.2523,0.0,0.6728,351030.8414,350661.2747,13.498
000045.SZ,20241224,11.14,11.47,11.05,11.29,11.08,0.21,1.8953,74604.0,83841.205,1.6324,3.3462,62.4405,1.9531,571863.1675,515977.6675,2.995
