ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,pe_ttm,pb,total_mv,circ_mv,adj_factor
000001.SZ,20241231,11.93,11.99,11.7,11.7,11.95,-0.25,-2.0921,1475367.33,1747242.074,0.7603,1.8079,4.8776,0.5461,22704924.2917,22704572.5078,127.7841
000002.SZ,20241231,7.38,7.44,7.25,7.26,7.36,-0.1,-1.3587,1007535.51,739446.798,1.0369,1.5562,0.0,0.37,8661695.0759,7054495.438,181.704
000004.SZ,20241231,13.75,14.47,13.55,13.84,13.75,0.09,0.6545,120977.75,168829.527,9.5795,12.9535,0.0,11.469,183214.3103,174782.7207,4.064
000006.SZ,20241231,7.48,7.58,7.32,7.32,7.48,-0.16,-2.139,299388.0,222278.567,2.2177,3.5197,0.0,1.5324,988196.3737,988190.7739,39.74
000007.SZ,20241231,7.22,7.23,7.01,7.03,7.18,-0.15,-2.0891,57039.0,40595.317,1.6464,2.681,86.0664,18.8894,243552.9749,243552.9749,8.284
000008.SZ,20241231,3.0,3.04,2.88,2.9,3.03,-0.13,-4.2904,1179628.35,346403.509,4.3917,7.2655,0.0,2.333,787749.5281,778947.0661,22.408
000009.SZ,20241231,9.39,9.43,9.13,9.15,9.39,-0.24,-2.5559,173202.17,159806.726,0.6788,1.1317,50.9365,2.3256,2359980.778,2334558.7465,8.977
000010.SZ,20241231,2.76,2.98,2.75,2.81,2.77,0.04,1.444,404948.0,115158.229,7.6993,8.5476,0.0,14.7688,323052.2941,147792.3324,10.775
000011.SZ,20241231,8.85,8.98,8.68,8.74,8.89,-0.15,-1.6873,36444.0,32041.664,0.6922,1.9486,22.0486,1.163,520885.7264,460139.6246,4.411
000012.SZ,20241231,5.35,5.39,5.27,5.28,5.35,-0.07,-1.3084,162332.3,86559.15,0.8285,1.3871,16.6223,1.1522,1621325.4325,1034499.6526,29.9276
000014.SZ,20241231,11.2,11.29,10.93,10.99,11.18,-0.19,-1.6995,47923.0,53232.512,1.9799,3.0006,36.1738,1.6083,266008.8002,266008.8002,6.776
000017.SZ,20241231,5.85,5.96,5.78,5.8,5.85,-0.05,-0.8547,111900.0,65472.765,3.6933,4.6727,197.2,12.6423,399727.2611,175731.2797,2.683
000019.SZ,20241231,6.67,6.76,6.57,6.57,6.67,-0.1,-1.4993,74027.4,49272.073,1.7786,2.7345,23.7994,1.5648,757215.6619,273454.1794,4.755
000020.SZ,20241231,12.9,13.09,12.4,12.42,12.96,-0.54,-4.1667,25820.2,32670.248,1.4252,4.1729,232.2746,9.2266,351686.2439,225007.4156,1.752
000021.SZ,20241231,20.47,20.48,19.0,19.06,20.48,-1.42,-6.9336,741112.63,1455103.653,4.7494,7.2525,34.6088,2.5722,2974479.9427,2974167.597,14.5798
000025.SZ,20241231,16.98,17.18,16.5,16.52,17.02,-0.5,-2.9377,45988.1,77041.062,1.1708,2.8875,46.6544,4.1923,712108.3446,648869.7846,2.753
000026.SZ,20241231,10.64,10.67,10.33,10.37,10.6,-0.23,-2.1698,47593.4,49831.779,1.3122,2.6359,15.8638,1.2486,420777.2753,376127.5251,8.734
