ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,pe_ttm,pb,total_mv,circ_mv,adj_factor
000001.SZ,20241226,11.92,11.93,11.78,11.86,11.92,-0.06,-0.5034,1000074.7,1183745.519,0.5154,1.2255,4.9443,0.5536,23015418.9828,23015062.3882,127.7841
000002.SZ,20241226,7.5,7.56,7.48,7.51,7.54,-0.03,-0.3979,710188.03,534064.464,0.7309,1.097,0.0,0.3827,8959962.8127,7297418.8346,181.704
000004.SZ,20241226,13.17,16.0,13.17,15.53,14.63,0.9,6.1517,302880.95,437152.305,23.9833,32.4305,0.0,12.8695,205586.5779,196125.4084,4.064
000006.SZ,20241226,7.72,7.85,7.53,7.74,7.73,0.01,0.1294,265323.98,203982.934,1.9654,3.1193,0.0,1.6203,1044896.1656,1044890.2445,39.74
000007.SZ,20241226,6.62,6.8,6.6,6.8,6.63,0.17,2.5641,31448.0,21185.503,0.9077,1.4782,83.2506,18.2714,235584.6699,235584.6699,8.284
000008.SZ,20241226,3.14,3.14,3.06,3.09,3.2,-0.11,-3.4375,1803346.81,557302.808,6.7138,11.107,0.0,2.4858,839360.704,829981.5291,22.408
000009.SZ,20241226,9.35,9.41,9.25,9.28,9.35,-0.07,-0.7487,135373.2,126118.489,0.5306,0.8846,51.6602,2.3587,2393510.5595,2367727.3407,8.977
000010.SZ,20241226,2.72,2.82,2.72,2.77,2.73,0.04,1.4652,208018.0,57580.219,3.9551,4.3908,0.0,14.5585,318453.6849,145688.527,10.775
000011.SZ,20241226,8.91,8.99,8.85,8.92,8.91,0.01,0.1122,34907.64,31168.237,0.663,1.8665,22.5027,1.1869,531613.3501,469616.1844,4.411
000012.SZ,20241226,5.35,5.38,5.31,5.33,5.35,-0.02,-0.3738,118136.67,63060.285,0.603,1.0094,16.7797,1.1632,1636678.893,1044296.0508,29.9276
000014.SZ,20241226,11.08,11.28,11.06,11.12,11.1,0.02,0.1802,44207.55,49316.391,1.8264,2.768,36.6017,1.6273,269155.4011,269155.4011,6.776
000016.SZ,20241226,5.07,5.35,5.05,5.22,5.17,0.05,0.9671,1088591.48,561775.078,6.8182,10.1468,0.0,3.1093,1256947.503,833421.9636,22.375
